,Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,Movie Info,Critic Consensus,Content Rating,Directors,Actors,Streaming Release Date,Tomatometer Status,Tomatometer Rating,Audience Status,Audience Rating,Film ID
447,Capote,"Caroline Baron, William Vince, and Michael Ohoven",Nominee,2005,114,"Biography,Crime,Drama",7.3,"Reading of the murder of a Kansas family, New York City novelist Truman Capote (Philip Seymour Hoffman) decides to cover the story himself, and travels to the small town with his childhood friend, aspiring novelist Harper Lee (Catherine Keener). When Perry Smith (Clifton Collins Jr.) and Dick Hickock (Mark Pellegrino) are arrested and charged, Capote forms an emotional bond with Smith during his jailhouse interviews despite the young criminal's apparent guilt.",Philip Seymour Hoffman's riveting central performance guides a well-constructed retelling of the most sensational and significant period in author Truman Capote's life.,R,Bennett Miller,"Philip Seymour Hoffman, Catherine Keener, Chris Cooper, Bruce Greenwood, Bob Balaban, Amy Ryan, Clifton Collins Jr., Mark Pellegrino, Allie Mickelson, Marshall Bell, Araby Lockhart, Robert Huculak, R.D. Reid, Bob Huculak, Robert McLaughlin, Dan Futterman, Harry Nelken, Kerr Hewitt, John Maclaren, Jeremy Dangerfield, Kwesi Ameyaw, Jim Shepard, C. Ernst Harth, John B. Destry, Adam Kimmel",2016-11-30,Certified-Fresh,90.0,Upright,82.0,258c1c0d-0b7d-4efb-b5a2-ba3b5d0baf88
449,Munich,"Steven Spielberg, Kathleen Kennedy, and Barry Mendel",Nominee,2005,164,"Action,Drama,History",7.5,"After the murder of 11 Israeli athletes and their coach at the 1972 Olympics, the Israeli government secretly assigns Avner Kaufman (Eric Bana) to carry out a series of strategic retaliations. With the help of a driver (Daniel Craig), a forger (Hanns Zischler), a bomb-maker (Mathieu Kassovitz) and a former soldier (Ciarán Hinds), Avner conducts a worldwide operation, targeting 11 individuals. As the assassinations pile up, Avner begins to doubt the morality of his actions.","Munich can't quite achieve its lofty goals, but this thrilling, politically even-handed look at the fallout from an intractable political conflict is still well worth watching.",R,Steven Spielberg,"Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz, Geoffrey Rush, Hanns Zischler, Ayelet Zurer, Gila Almagor, Michael Lonsdale, Mathieu Amalric, Moritz Bleibtreu, Valeria Bruni Tedeschi, Meret Becker, Omar Metwally, Marie-Josée Croze, Yvan Attal, Mostafa Djadjam, Ami Weinberg, Lynn Cohen, Amos Lavi, Moshe Ivgy, Mosko Alkalai, Michael Warshaviak, Ohad Shachar, Guy Amir, Rafael Tabor, Brian Goodman, Arthur Chazal, Sharon Alexander, Hicham Nazzal, Schmuel Calderon, Richard Brake, Lili Bordán, Guy Zo-Aretz, Oded Teomi, Alon Aboutboul, Ossie Beck, Makram Khoury, Igal Naor, Hiam Abbass, Mouna Soualen, Mostefa Djadjam, Assi Cohen, Lisa Werlinder, Djemal Barek, Derar Suleiman, Ziad Adwan, Bijan Daneshmand, Rim Turki, Jonathan Rozen, Charley H. Gilleran",2016-05-13,Certified-Fresh,78.0,Upright,83.0,fb74c6a2-d107-4507-bbf1-819e9daa27ae
450,The Departed,Graham King,Winner,2006,151,"Crime,Drama,Thriller",8.5,"South Boston cop Billy Costigan (Leonardo DiCaprio) goes under cover to infiltrate the organization of gangland chief Frank Costello (Jack Nicholson). As Billy gains the mobster's trust, a career criminal named Colin Sullivan (Matt Damon) infiltrates the police department and reports on its activities to his syndicate bosses. When both organizations learn they have a mole in their midst, Billy and Colin must figure out each other's identities to save their own lives.","Featuring outstanding work from an excellent cast, The Departed is a thoroughly engrossing gangster drama with the gritty authenticity and soupy morality we come to expect from Martin Scorsese.",R,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Alec Baldwin, Anthony Anderson, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Gerard McSorley, Robert Wahlberg, Kristen Dalton, J.C. MacKenzie, Mary Klug, Saurman Holzemer Peg, Robert 'Toshi' Kar Yuen Chan, Gurdeep Singh, Armen Garo, John Cenatiempo, Joseph Riccobene, Billy Smith, Lyman Chen, Kevin P. McCarthy, Chris Fischer, Brian Smyj, William Severs, Larry Mitchell, Anthony Estrella, Andrew Breving, Tracey Paleo, Douglas Crosby, Conor Donovan, Amanda Lynch, Sallie Toussaint, Patrick Coppola, Mick O'Rourke, Deborah Carlson, Nellie Sciutto, Peter Welch II, Henry Yuk, Joseph Reidy, Tom Kemp, Zachary Pauliks, Paula Demers, Buddy Dolan, Thomas B. Duffy, Paris Karounos",2008-10-24,Certified-Fresh,91.0,Upright,94.0,bc73e784-5ad5-45b4-a7b4-132f0ffade15
451,Babel,"Alejandro González Iñárritu, Steve Golin, and Jon Kilik",Nominee,2006,143,Drama,7.4,"An accident connects four groups of people on three different continents: two young Moroccan goatherds, a vacationing American couple (Brad Pitt, Cate Blanchett), a deaf Japanese teen and her father, and a Mexican nanny who takes her young charges across a border without parental permission.","In Babel, there are no villains, only victims of fate and circumstance. Director Alejandro Gonzalez Iñarritu weaves four of their woeful stories into this mature and multidimensional film.",R,Alejandro González Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Adriana Barraza, Rinko Kikuchi, Koji Yakusho, Said Tarchani, Boubker Ait El Caid, Mustapha Rachidi, Elle Fanning, Nathan Gamble, Mohamed Akhzam, Harriet Walter, Trevor Martin, Matyelok Gibbs, Clifton Collins Jr., Georges Bousquet, Claudine Acs, Robert Esquivel, André Oumansky, Michael Peña, Michael Maloney, Dermot Crowley, Abdelaziz Merzoug, Omar El Mallouli, Sfia Ait Benboullah, Hammou Aghrar, Mohamed Ait Lahcen, Ali Hamadi, Lhacen Znin, Mustapha Amhita, Soukayna Ait Boufakri, Alex Jennings, Mohammed Bennani, Driss Roukhe, Wahiba Sahmi, Fadmael Ouali, Zahra Ahkouk, Abdelkader Bara, Ehou Mama, Mónica Del Carmen, Rosa Reyes, Damian Garcia, Cynthia Montaño, Maripaz Lopez, Polo Nuño, Emilio Echevarría, Peter Wight, Yuko Murata, Sanae Miura, Shigemitsu Ogi, Satoshi Nikaido, Kazunori Tozawa, Nobushige Suematsu, Shinji Suzuki, Kazuma Yamane",2013-08-01,Fresh,69.0,Upright,77.0,03a8d27b-c5bd-4002-bf8e-df24cfd96c86
452,Letters from Iwo Jima,"Clint Eastwood, Steven Spielberg, and Robert Lorenz",Nominee,2006,141,"Action,Adventure,Drama",7.9,"Long-buried missives from the island reveal the stories of the Japanese troops who fought and died there during World War II. Among them are Saigo (Kazunari Ninomiya), a baker; Baron Nishi (Tsuyoshi Ihara), an Olympic champion; and Shimizu (Ryô Kase), an idealistic soldier. Though Lt. Gen. Tadamichi Kuribayashi (Ken Watanabe) knows he and his men have virtually no chance of survival, he uses his extraordinary military skills to hold off American troops as long as possible.","A powerfully humanistic portrayal of the perils of war, this companion piece to Flags of our Fathers is potent and thought-provoking, and it demonstrates Clint Eastwood's maturity as a director.",R,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Nae Yuuki, Shidô Nakamura, Ryo Kase, Hiroshi Watanabe, Takumi Bando, Yuki Matsuzaki, Takashi Yamaguchi, Eijiro Ozaki, Nobumasa Sakagami, Lucas Elliott, Luke Elliot, Sonny Saito, Sonny Seiichi Saito, Steve Santa Sekiyoshi, Hiro Abe, Toshiya Agata, Yoshi Ishii, Toshi Toda, Ken Kensei, Ikuma Ando, Akiko Shima, Masashi Nagadoi, Mark Moses, Roxanne Hart, Yoshio Iizuka, Mitsu Kurokawa, Takuji Kuramoto, Koji Wada, Akira Kaneda, Shoji Hattori, Mark Tadashi Takahashi, Mitsuyuki Oishi, Evan Ellingson, Kazuyuki Morosawa, Masayuki Yonezawa, Hiroshi Tom Tanaka, Mathew Botuchis, Yukari Black, Daisuke Nagashima, Kirk Enochs, Ryan Kelley, Jonathan Oliver Sessler, Michael Lawson, Taishi Mizuno, Daisuke Tsuji, Yoshi Ando, Yutaka Takeuchi, Tsuguo Mizuno, Mark Ofuji, Hallock Beals, Ryan Carnes, Jeremy Glazer, Ryoya Katsuyama, Masashi Odate, London Kim, Skip Evans, Wanliss E. Armstrong",2008-12-01,Certified-Fresh,91.0,Upright,86.0,7e651506-c75d-403b-9673-b4bc77a84ef2
453,Little Miss Sunshine,"David T. Friendly, Peter Saraf, and Marc Turtletaub",Nominee,2006,101,"Comedy,Drama",7.8,"The Hoover family -- a man (Greg Kinnear), his wife (Toni Collette), an uncle (Steve Carell), a brother (Paul Dano) and a grandfather (Alan Arkin) -- puts the fun back in dysfunctional by piling into a VW bus and heading to California to support a daughter (Abigail Breslin) in her bid to win the Little Miss Sunshine Contest. The sanity of everyone involved is stretched to the limit as the group's quirks cause epic problems as they travel along their interstate route.","Little Miss Sunshine succeeds thanks to a strong ensemble cast that includes Greg Kinnear, Steve Carell, Toni Collette, Alan Arkin, and Abigail Breslin, as well as a delightfully funny script.",R,"Jonathan Dayton, Valerie Faris","Greg Kinnear, Toni Collette, Steve Carell, Paul Dano, Abigail Breslin, Alan Arkin, Bryan Cranston, Beth Grant, Mary Lynn Rajskub, Marc Turtletaub, Jill Talley, Brenda Canela, Julio Oscar Mechoso, Robert O'Connor, Gordon Thomson, Matt Winston, Chuck Loring, Justin Shilton, Steven Christopher Parker, John Walcutt, Paula Newsome, Dean Norris, Wallace Langham, Lauren Shiohama, Jerry Giles, Geoff Meed, Joan Scheckel, Casandra Ashe, Mel Rodriguez, Alexandria Alaman, Cassandra Ashe, Brittany Baird, Alissa Anderegg, Brenae Bandy, Maliah Hudson, Erik David, Lindsey Jordan, Annabelle Roberts, Nicole Stoehr, Cambria Baird, Kristen Holaas, Destry Jacobs, Shane Murphy, Sydni Stevenson-Love, Lauren Yee",2015-11-25,Certified-Fresh,91.0,Upright,91.0,16583578-4e99-4999-ab66-9de7d7efc495
454,The Queen,"Andy Harries, Christine Langan, and Tracey Seaward",Nominee,2006,103,"Biography,Drama,History",7.3,"Following the death of Princess Diana in an auto accident, Great Britain's Queen Elizabeth II (Helen Mirren) and Prime Minister Tony Blair (Michael Sheen) struggle to reach a compromise in how the royal family should publicly respond to the tragedy. In the balance is the family's need for privacy and the public's demand for an outward show of mourning.","Full of wit, humor, and pathos, Stephen Frears' moving portrait looks at life of the British royals during the period after Princess Diana's death.",PG-13,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Sylvia Syms, Alex Jennings, Helen McCrory, Roger Allam, Mark Bazeley, Tim McMullan, Earl Cameron",2016-08-26,Certified-Fresh,96.0,Upright,76.0,348637e8-bc7c-4d44-8b01-7067023960dd
455,No Country for Old Men,"Scott Rudin, Joel Coen, and Ethan Coen",Winner,2007,122,"Crime,Drama,Thriller",8.1,"While out hunting, Llewelyn Moss (Josh Brolin) finds the grisly aftermath of a drug deal. Though he knows better, he cannot resist the cash left behind and takes it with him. The hunter becomes the hunted when a merciless killer named Chigurh (Javier Bardem) picks up his trail. Also looking for Moss is Sheriff Bell (Tommy Lee Jones), an aging lawman who reflects on a changing world and a dark secret of his own, as he tries to find and protect Moss.","Bolstered by powerful lead performances from Javier Bardem, Josh Brolin, and Tommy Lee Jones, No Country for Old Men finds the Coen brothers spinning cinematic gold out of Cormac McCarthy's grim, darkly funny novel.",R,"Joel Coen, Ethan Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder, Kit Gwin, Zach Hopkins, Chip Love, Eduardo Antonio Garcia, Gene Jones, Myk Watford, Boots Southerland, Kathy Lamkin, Johnnie Hector, Margaret Bowman, Thomas Kopache, Jason Douglas, Rutherford Cravens, Matthew Posey, George Adelo, Mathew Greer, Trent Moore, Marc Miles, Philip Bentham, Eric Reeves, Josh Meyer, Chris Warner, Brandon Smith, H. Roland Uribe, Richard Jackson, Josh Blaylock, Caleb Landry Jones, Dorsey Ray, Angel H. Alvarado Jr., David A. Gomez, Milton Hernandez, John Mancha",2016-04-21,Certified-Fresh,93.0,Upright,86.0,29a90339-c5f5-4022-8b33-ea349c4b1bd9
456,Atonement,"Tim Bevan, Eric Fellner, and Paul Webster",Nominee,2007,123,"Drama,Mystery,Romance",7.8,"This sweeping English drama, based on the book by Ian McEwan, follows the lives of young lovers Cecilia Tallis (Keira Knightley) and Robbie Turner (James McAvoy). When the couple are torn apart by a lie constructed by Cecilia's jealous younger sister, Briony (Saoirse Ronan), all three of them must deal with the consequences. Robbie is the hardest hit, since Briony's deception results in his imprisonment, but hope for Cecilia and her beau increases when their paths cross during World War II.","Atonement features strong performances, brilliant cinematography, and a unique score. Featuring deft performances from James MacAvoy and Keira Knightley, it's a successful adaptation of Ian McEwan's novel.",R,Joe Wright,"James McAvoy, Keira Knightley, Saoirse Ronan, Brenda Blethyn, Romola Garai, Vanessa Redgrave, Allie MacKay, Benedict Cumberbatch, Julia Ann West, Harriet Walter, Daniel Mays, Juno Temple, Nonso Anozie, Julia Westland, Felix von Simson, Charlie Von Simson, Leander Deeny, Alfie Allen, Patrick Kennedy, Michelle Duncan, Peter Wight, Michel Vuillermoz, Peter McNeil O'Connor, Nick Bagnall, Lionel Abelanski, Anthony Minghella, Tobias Menzies, Paul Stocker, John Normington, Alex Noodle, Roger Evans, Bronson Webb, Ian Bonar, Oliver Gilbert, Jamie Beamish, Johnny Harris, Billy Seymour, Neil Maskell, Paul Harper, Gina McKee, Charlie Banks, Madeleine Crowe, Scarlett Dalton, Katy Lawrence, Jade Moulla, Georgia Oakley, Alice Orr-Ewing, Catherine Philps, Bryony Reiss, Sarah Shaul, Anna Singleton, Emily Thomson, Kelly Scott, Mark Holgate, Ryan Kiggell, Vivienne Gibbs, Matthew Forest, Richard Stacey, Jay Quinn, Jérémie Renier, Ailidh Mackay, Jack Harcourt, Ben Harcourt, Tilly Vosburgh, Angel Witney, Bonnie Witney, Webb. Bem, Wendy Nottingham, Benjamin Wallfisch",2015-12-01,Certified-Fresh,83.0,Upright,80.0,5b42aceb-a4cb-4897-a376-712e66946cea
457,Juno,"Lianne Halfon, Mason Novick, and Russell Smith",Nominee,2007,96,"Comedy,Drama",7.4,"When precocious teen Juno MacGuff (Ellen Page) becomes pregnant, she chooses a failed rock star and his wife (Jennifer Garner) to adopt her unborn child. Complications occur when Mark, the prospective father, begins viewing Juno as more than just the mother of his future child, putting both his marriage and the adoption in jeopardy.","One of the brightest, funniest comedies of the year, Juno's smart script and direction are matched by assured performances in a coming of age story with a 21st century twist.",PG-13,Jason Reitman,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Olivia Thirlby, J.K. Simmons, Rainn Wilson, Daniel Clark, Eileen Pedde, Steve Rendazzo, Darla Vandenbossche, Aman Johal, Valerie Tian, Emily Perkins, Allison Janney, Kaaren de Zilva, Steven Christopher Parker, Candice Accola, Sierra Pitkin, Cut Chemist, Eve Harlow, Kirsten Williamson, Emily Tennant, Ashley Whillans, Jeff Witzke, Colin McSween, Peggy Logan, Cameron Bright, Wendy Russell, Joy Galmut, Robyn Ross, Dallas Hanson, Bryson Russell, Derek Mann, Keith Frost, Grayson Grant, Robin Watts, Tyler Watts, Brandon Barton, Josephine Reitman, Oliver Gorin, Ethan Steelberg, Matthew Sanders",2016-07-05,Certified-Fresh,94.0,Upright,88.0,e41e7111-830b-46a2-93fb-1250a5554bbe
458,Michael Clayton,"Jennifer Fox, Kerry Orent, and Sydney Pollack",Nominee,2007,119,"Crime,Drama,Mystery",7.2,"Former prosecutor Michael Clayton (George Clooney) works as a ""fixer"" at the corporate law firm of Kenner, Bach and Ledeen, and takes care of his employer's dirty work. Burned out and deep in debt, he is bound tightly to the firm. Clayton faces the biggest challenge of his career when a guilt-ridden attorney (Tom Wilkinson) has a breakdown during a huge class-action lawsuit.","Michael Clayton is one of the most sharply scripted films of 2007, with an engrossing premise and faultless acting. Director Tony Gilroy succeeds not only in capturing the audience's attention, but holding it until the credits roll.",R,Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson, Sydney Pollack, Michael O'Keefe, Denis O'Hare, Robert Prescott, Terry Serpico, Ken Howard, Julie White, Merritt Wever, Tom McCarthy, Kevin Hagan, Austin Williams, David Lansbury, Remy Auberjonois, Heidi Armbruster, Jonathan Walker, Cynthia Mace, Michael Countryman, Rachael Black, Sean Cullen, Brian Poteat, Wai Chan, Alberto Vasquez, Christopher Mann, Edward Furs, Brian Koppelman, Katherine Waterston, Jennifer Van Dyck, Frank Wood, John Gerard Franklin, Richard Hecht, William Raymond, Sharon Washington, Jason Strong, Amy Hargreaves, Pun Bandhu, David Zayas, Susan Pellegrino, Danielle Skraastad, Rachel Black, Matthew Detmer, Pamela Gray, Andrew Sherman, Julia Gibson, Susan Egbert, Paul Oquist, Doug McGrath, Gregory Dann, Cathy Diane Tomlin, Sam Gilroy, Maggie Siff, Sarah Nichols, Susan McBrien, Jordan Lage, Neal Huff, Paul Juhn, Mike Scelza, Blake Neely",2009-11-02,Certified-Fresh,91.0,Upright,69.0,25f1acab-c833-4f4d-ad57-1a283707fbda
459,There Will Be Blood,"Paul Thomas Anderson, Daniel Lupi, and JoAnne Sellar",Nominee,2007,158,Drama,8.2,"Silver miner Daniel Plainview (Daniel Day-Lewis) leads a hardscrabble life with his son, H.W. (Dillon Freasier). When he hears about oil oozing from the ground near the Western town of Little Boston, Daniel takes his son on a mission to find their fortune. Daniel makes his lucky strike and becomes a self-made tycoon but, as his fortune grows, he deviates into moral bankruptcy.","Widely touted as a masterpiece, this sparse and sprawling epic about the underhanded ""heroes"" of capitalism boasts incredible performances by leads Daniel Day-Lewis and Paul Dano, and is director Paul Thomas Anderson's best work to date.",R,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, David Willis, Barry Del Sherman, Paul F. Tompkins, Dillon Freasier, Sydney McCallister, David Warshofsky, Colton Woodward, Martin Stringer, Kevin Breznahan, Colleen Foy, Jim Meskimen, Erica Sullivan, Randall Carver, Coco Leigh, James Downey, Dan Swallow, Robert Arber, Bob Bell, David Williams, Irene G. Hunter, Hope Elizabeth Reeves, Tom Doyle, John Burton, Hans Howes, Robert Barge, Robert Hills, Russell Harvard",2013-08-01,Certified-Fresh,92.0,Upright,86.0,41c2923e-f31c-47e4-9be8-e6a447a7d87e
460,Slumdog Millionaire,Christian Colson,Winner,2008,120,"Drama,Romance",8.0,"As 18-year-old Jamal Malik (Dev Patel) answers questions on the Indian version of ""Who Wants to Be a Millionaire,"" flashbacks show how he got there. Part of a stable of young thieves after their mother dies, Jamal and his brother, Salim, survive on the streets of Mumbai. Salim finds the life of crime agreeable, but Jamal scrapes by with small jobs until landing a spot on the game show.","Visually dazzling and emotionally resonant, Slumdog Millionaire is a film that's both entertaining and powerful.",R,Danny Boyle,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Mia Inderbitzin, Mahesh Manjrekar, Ayush Mahesh Khedekar, Irrfan Khan, Rubina Ali, Tanvi Ganesh Lonkar, Ashutosh Lobo Gajiwala, Tanay Chheda, Rajendranath Zutshi, Himanshu Tyagi, Imran Hasny, Tanay Hemant Chheda, Azharuddin Mohammed Ismail, Saurabh Shukla, Jeneva Talwar, Sunil Kumar Agrawal",2015-11-25,Certified-Fresh,91.0,Upright,90.0,04b5c110-03a9-43dd-ada0-9d5ec5a2b140
461,The Curious Case of Benjamin Button,"Kathleen Kennedy, Frank Marshall, and Ceán Chaffin",Nominee,2008,166,"Drama,Fantasy,Romance",7.8,"Born under unusual circumstances, Benjamin Button (Brad Pitt) springs into being as an elderly man in a New Orleans nursing home and ages in reverse. Twelve years after his birth, he meets Daisy, a child who flickers in and out of his life as she grows up to be a dancer (Cate Blanchett). Though he has all sorts of unusual adventures over the course of his life, it is his relationship with Daisy, and the hope that they will come together at the right time, that drives Benjamin forward.",Curious Case of Benjamin Button is an epic fantasy tale with rich storytelling backed by fantastic performances.,PG-13,David Fincher,"Brad Pitt, Cate Blanchett, Jason Flemyng, Julia Ormond, Taraji P. Henson, Tilda Swinton, Elle Fanning, Elias Koteas, Jared Harris, Mahershala Ali, Lance E. Nichols, Phyllis Somerville, Rampai Mohadi, Peter D. Badalamenti II, Madisen Beaty, Lois Hall, Ed Metzger, Robert Towers, Faune A. Chambers, Spencer Daniels, Chandler Canterbury, Dave Jensen, Ted Manson, Patrick Holland",2013-08-01,Certified-Fresh,72.0,Upright,80.0,20341ee5-10fc-422f-80a8-2285d2a720c3
462,Frost/Nixon,"Ron Howard, Brian Grazer, and Eric Fellner",Nominee,2008,122,"Biography,Drama,History",7.7,"In 1977, three years after the Watergate scandal that ended his presidency, Richard Nixon (Frank Langella) selects British TV personality David Frost (Michael Sheen) to conduct a one-on-one, exclusive interview. Though Nixon believes it will be easy to mislead Frost, and the latter's own team doubts that he can stand up to the former president, what actually unfolds is an unexpectedly candid and revealing interview before the court of public opinion.",Frost/Nixon is weighty and eloquent; a cross between a boxing match and a ballet with Oscar worthy performances.,R,Ron Howard,"Frank Langella, Michael Sheen, Kevin Bacon, Rebecca Hall, Toby Jones, Sam Rockwell, Oliver Platt, Matthew MacFadyen, Patty McCormack, Andy Milder, Kate Jennings Grant, Eve Curtis, Jenn Gotzon Chandler",2014-02-12,Certified-Fresh,93.0,Upright,88.0,70d1eaaa-04ef-40fa-83eb-c76f9924538a
463,Milk,Bruce Cohen and Dan Jinks,Nominee,2008,128,"Biography,Drama",7.5,"In 1972, Harvey Milk (Sean Penn) and his then-lover Scott Smith leave New York for San Francisco, with Milk determined to accomplish something meaningful in his life. Settling in the Castro District, he opens a camera shop and helps transform the area into a mecca for gays and lesbians. In 1977 he becomes the nation's first openly gay man elected to a notable public office when he wins a seat on the Board of Supervisors. The following year, Dan White (Josh Brolin) kills Milk in cold blood.","Anchored by Sean Penn's powerhouse performance, Milk is a triumphant account of America's first openly gay man elected to public office.",R,Gus Van Sant,"Sean Penn, Emile Hirsch, Josh Brolin, James Franco, Diego Luna, Alison Pill, Lucas Grabeel, Victor Garber, Denis O'Hare, Joseph Cross, Stephen Spinella, Howard Rosenman, Brandon Boyce, Kelvin Yu, Jeff Koons, Ted Jan Roberts (II), Boyd Holbrook, Frank M. Robinson, Allan Baird, Tom Ammiano, Carol Ruth Silver, Hope Goblirsch, Steven Wiig, Ashlee Temple, Wendy King, Kelvin Han Yee, Robert Chimento, Ginabel Machado",2012-06-15,Certified-Fresh,93.0,Upright,89.0,206da0df-8b6f-4ca0-8ced-f05b683b63ae
464,The Reader,"Anthony Minghella, Sydney Pollack, Donna Gigliotti, and Redmond Morris",Nominee,2008,124,"Drama,Romance",7.6,"Michael Berg (David Kross), a teen in postwar Germany, begins a passionate but clandestine affair with Hanna Schmitz (Kate Winslet), an older woman who enjoys having classic novels read to her. Then Hanna mysteriously disappears, leaving Michael heartbroken and confused. Years later, Michael, now a law student, gets the shock of his life when he sees Hanna on trial for Nazi war crimes.","Despite Kate Winslet's superb portrayal, The Reader suggests an emotionally distant, Oscar-baiting historical drama.",R,Stephen Daldry,"Kate Winslet, Ralph Fiennes, David Kross, Lena Olin, Bruno Ganz, Matthias Habich, Susanne Lothar, Karoline Herfurth, Alexandra Maria Lara, Volker Bruch, Burghart Klaussner, Hannah Herzsprung, Vijnessa Ferkic, Jeanette Hain, Florian Bartholomäi, Friederike Becht, Alissa Wilms, Frieder Venus, Marie Anne Fliegel, Moritz Grove, Jürgen Tarrach, Nico Muhly",2016-08-10,Fresh,63.0,Upright,79.0,2a998534-5479-42e2-bf17-fcf8fcdeab51
466,Avatar,James Cameron and Jon Landau,Nominee,2009,162,"Action,Adventure,Fantasy",7.8,"On the lush alien world of Pandora live the Na'vi, beings who appear primitive but are highly evolved. Because the planet's environment is poisonous, human/Na'vi hybrids, called Avatars, must link to human minds to allow for free movement on Pandora. Jake Sully (Sam Worthington), a paralyzed former Marine, becomes mobile again through one such Avatar and falls in love with a Na'vi woman (Zoe Saldana). As a bond with her grows, he is drawn into a battle for the survival of her world.","It might be more impressive on a technical level than as a piece of storytelling, but Avatar reaffirms James Cameron's singular gift for imaginative, absorbing filmmaking.",PG-13,James Cameron,"Zoe Saldana, Sam Worthington, Sigourney Weaver, Stephen Lang, Michelle Rodriguez, Giovanni Ribisi, Joel David Moore, CCH Pounder, Wes Studi, Laz Alonso, Dileep Rao, Matt Gerald, Sean Anthony Moran, Jason Whyte, Scott Lawrence, Kelly Kilgour, James Pitt, Sean Patrick Murphy, Kevin Dorman, Kelson Henderson, David Van Horn, Jacob Tomuri, Michael Blain-Rozgay, Jon Curry, Julene Renee, Luke Hawker, Woody Schultz, Peter Mensah, Sonia Yee, Jahnel Curfman, Ilram Choi, Kyla Warren, James Horner",2016-02-10,Certified-Fresh,82.0,Upright,82.0,62882251-9304-4fec-9fa3-b3d20f9574f5
467,The Blind Side,"Gil Netter, Andrew A. Kosove, and Broderick Johnson",Nominee,2009,129,"Biography,Drama,Sport",7.6,"Michael Oher (Quinton Aaron), a homeless black teen, has drifted in and out of the school system for years. Then Leigh Anne Tuohy (Sandra Bullock) and her husband, Sean (Tim McGraw), take him in. The Tuohys eventually become Michael's legal guardians, transforming both his life and theirs. Michael's tremendous size and protective instincts make him a formidable force on the gridiron, and with help from his new family and devoted tutor, he realizes his potential as a student and football player.","It might strike some viewers as a little too pat, but The Blind Side has the benefit of strong source material and a strong performance from Sandra Bullock.",PG-13,John Lee Hancock,"Sandra Bullock, Tim McGraw, Quinton Aaron, Ray McKinnon, Jae Head, Lily Collins, Kim Dickens, Adriane Lenox, Kathy Bates, Catherine Dyer, Andy Stahl, Tom Nowicki, Libby Whittemore, Brian Hollan, Melody Weintraub, Dr. Sharon Morris May, Omar J. Dorsey, Omar Dorsey, Paul Amadi, IronE Singleton, Hampton Fluker, Rhoda Griffis, Eaddy Mays, Ashley LeConte Campbell, Stacey Turner, Elisabeth Omilami, Elizabeth Omilami, Afemo Omilami, Patrick G. Keenan, Maria Howell, Patrick J. Keenan, Eric Benson, David Dwyer, Catherine Combs, Kelly Johns, Robert Pralgo, Whitney Branan, Brian Sutherin, Rachel St. Gelais, Brandon Rivers, Jody Thompson, James Donadio, L. Warren Young, Brett Rice, Kevin Nichols, Preston Brant, Matthew Atkinson, Trey Best, Omid Soltani, Destiny Long, April Rich, Jaye Tyroff, Ben Keen, John Newberg, John Henry Hancock, Joe Chrest, Michael Fisher, Lamont Koonce, Phil Fulmer, Phillip Fulmer, Lou Holtz, Tom Lemming, Houston Nutt, Ed Orgeron, Franklin ""Pepper"" Rodgers, Nick Saban, Tommy Tuberville",2013-10-01,Fresh,66.0,Upright,85.0,7a30c0a9-58fa-41f7-90fd-f85a2c9979d1
